2024-11-08 12:32:47 0 [Note] Starting MariaDB 10.4.32-MariaDB source revision c4143f909528e3fab0677a28631d10389354c491 as process 3244
2024-11-08 12:32:47 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2024-11-08 12:32:47 0 [Note] InnoDB: Uses event mutexes
2024-11-08 12:32:47 0 [Note] InnoDB: Compressed tables use zlib 1.3
2024-11-08 12:32:47 0 [Note] InnoDB: Number of pools: 1
2024-11-08 12:32:47 0 [Note] InnoDB: Using SSE2 crc32 instructions
2024-11-08 12:32:47 0 [Note] InnoDB: Initializing buffer pool, total size = 16M, instances = 1, chunk size = 16M
2024-11-08 12:32:47 0 [Note] InnoDB: Completed initialization of buffer pool
2024-11-08 12:32:47 0 [Note] InnoDB: Starting crash recovery from checkpoint LSN=300288
2024-11-08 12:32:48 0 [Note] InnoDB: 128 out of 128 rollback segments are active.
2024-11-08 12:32:48 0 [Note] InnoDB: Removed temporary tablespace data file: "ibtmp1"
2024-11-08 12:32:48 0 [Note] InnoDB: Creating shared tablespace for temporary tables
2024-11-08 12:32:48 0 [Note] InnoDB: Setting file 'D:\XAMPP\mysql\data\ibtmp1' size to 12 MB. Physically writing the file full; Please wait ...
2024-11-08 12:32:48 0 [Note] InnoDB: File 'D:\XAMPP\mysql\data\ibtmp1' size is now 12 MB.
2024-11-08 12:32:48 0 [Note] InnoDB: Waiting for purge to start
2024-11-08 12:32:48 0 [Note] InnoDB: 10.4.32 started; log sequence number 300297; transaction id 170
2024-11-08 12:32:48 0 [Note] Plugin 'FEEDBACK' is disabled.
2024-11-08 12:32:48 0 [Note] InnoDB: Loading buffer pool(s) from D:\XAMPP\mysql\data\ib_buffer_pool
2024-11-08 12:32:48 0 [Note] InnoDB: Buffer pool(s) load completed at 241108 12:32:48
2024-11-08 12:32:48 0 [Note] Server socket created on IP: '::'.
2024-11-08 12:33:59 0 [Note] Starting MariaDB 10.4.32-MariaDB source revision c4143f909528e3fab0677a28631d10389354c491 as process 20920
2024-11-08 12:33:59 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2024-11-08 12:33:59 0 [Note] InnoDB: Uses event mutexes
2024-11-08 12:33:59 0 [Note] InnoDB: Compressed tables use zlib 1.3
2024-11-08 12:33:59 0 [Note] InnoDB: Number of pools: 1
2024-11-08 12:33:59 0 [Note] InnoDB: Using SSE2 crc32 instructions
2024-11-08 12:33:59 0 [Note] InnoDB: Initializing buffer pool, total size = 16M, instances = 1, chunk size = 16M
2024-11-08 12:33:59 0 [Note] InnoDB: Completed initialization of buffer pool
2024-11-08 12:33:59 0 [Note] InnoDB: Starting crash recovery from checkpoint LSN=304223
2024-11-08 12:33:59 0 [Warning] InnoDB: Are you sure you are using the right ib_logfiles to start up the database? Log sequence number in the ib_logfiles is 304223, less than the log sequence number in the first system tablespace file header, 518203.
2024-11-08 12:33:59 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=144, page number=1] with future log sequence number 663689
2024-11-08 12:33:59 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=56] with future log sequence number 663728
2024-11-08 12:33:59 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=55] with future log sequence number 663312
2024-11-08 12:33:59 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=54] with future log sequence number 663273
2024-11-08 12:33:59 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=53] with future log sequence number 663234
2024-11-08 12:33:59 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=52] with future log sequence number 663195
2024-11-08 12:33:59 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=51] with future log sequence number 663156
2024-11-08 12:33:59 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=50] with future log sequence number 663117
2024-11-08 12:33:59 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=49] with future log sequence number 663078
2024-11-08 12:33:59 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=48] with future log sequence number 663023
2024-11-08 12:33:59 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=47] with future log sequence number 662984
2024-11-08 12:33:59 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=46] with future log sequence number 662928
2024-11-08 12:33:59 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=45] with future log sequence number 662889
2024-11-08 12:33:59 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=6] with future log sequence number 662850
2024-11-08 12:33:59 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=355] with future log sequence number 667475
2024-11-08 12:33:59 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=354] with future log sequence number 667431
2024-11-08 12:33:59 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=143, page number=3] with future log sequence number 661599
2024-11-08 12:33:59 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=143, page number=2] with future log sequence number 661599
2024-11-08 12:33:59 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=353] with future log sequence number 667387
2024-11-08 12:33:59 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=143, page number=1] with future log sequence number 660378
2024-11-08 12:33:59 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=352] with future log sequence number 667343
2024-11-08 12:33:59 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=255] with future log sequence number 423036
2024-11-08 12:33:59 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=254] with future log sequence number 422992
2024-11-08 12:33:59 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=252] with future log sequence number 422948
